                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    265,                 1.1893,                0.89565,                 1.3278,                0.80869,                0.67816,                0.71974,                 0.4003,                 1.7919,                   1.36,                  1.919,              0.0073864,              0.0073864,              0.0073864
                    266,                  1.193,                0.89737,                 1.3271,                0.80497,                0.67339,                0.71614,                0.39617,                 1.7921,                 1.3626,                 1.9187,              0.0073765,              0.0073765,              0.0073765
                    267,                 1.1826,                0.90004,                 1.3252,                0.81072,                0.67182,                 0.7162,                0.39955,                 1.7918,                 1.3625,                 1.9185,              0.0073666,              0.0073666,              0.0073666
                    268,                 1.1882,                0.88858,                 1.3265,                0.81168,                0.67066,                0.71701,                0.39982,                 1.7925,                 1.3619,                 1.9187,              0.0073567,              0.0073567,              0.0073567
                    269,                 1.1873,                0.89166,                 1.3236,                0.81293,                0.67056,                 0.7173,                0.39937,                  1.793,                  1.361,                 1.9197,              0.0073468,              0.0073468,              0.0073468
                    270,                 1.1912,                0.88688,                 1.3272,                0.81459,                0.67074,                0.71744,                 0.4002,                 1.7943,                 1.3621,                 1.9204,              0.0073369,              0.0073369,              0.0073369
                    271,                 1.1883,                0.89792,                 1.3231,                0.81639,                0.67074,                0.71685,                0.40033,                 1.7941,                 1.3631,                  1.921,               0.007327,               0.007327,               0.007327
                    272,                 1.1786,                0.87349,                 1.3143,                0.81836,                0.67074,                0.71772,                0.40124,                 1.7941,                 1.3628,                 1.9206,              0.0073171,              0.0073171,              0.0073171
                    273,                 1.1759,                 0.8816,                 1.3207,                0.81893,                0.67241,                0.71709,                0.40169,                 1.7949,                 1.3636,                 1.9211,              0.0073072,              0.0073072,              0.0073072
                    274,                 1.1851,                0.88438,                   1.33,                0.81801,                0.67157,                0.71663,                0.40213,                 1.7957,                 1.3653,                 1.9216,              0.0072973,              0.0072973,              0.0072973
                    275,                 1.1732,                0.87939,                 1.3164,                 0.8157,                0.67377,                  0.718,                0.40258,                 1.7958,                 1.3653,                 1.9219,              0.0072874,              0.0072874,              0.0072874
                    276,                 1.1735,                 0.8864,                 1.3201,                0.81618,                0.67529,                0.71856,                0.40276,                 1.7971,                 1.3647,                 1.9235,              0.0072775,              0.0072775,              0.0072775
                    277,                 1.1755,                0.87754,                 1.3169,                0.81343,                0.67532,                0.71758,                0.40212,                 1.7984,                 1.3666,                 1.9251,              0.0072676,              0.0072676,              0.0072676
                    278,                 1.1806,                0.87541,                 1.3186,                0.81208,                0.67647,                0.71746,                0.40112,                 1.7985,                 1.3674,                 1.9253,              0.0072577,              0.0072577,              0.0072577
                    279,                 1.1769,                0.88283,                  1.317,                 0.8112,                0.67647,                0.71742,                0.40161,                 1.7986,                 1.3687,                 1.9253,              0.0072478,              0.0072478,              0.0072478
                    280,                 1.1736,                 0.8686,                 1.3175,                0.81342,                0.67632,                0.71741,                0.40084,                 1.7986,                 1.3679,                 1.9253,              0.0072379,              0.0072379,              0.0072379
                    281,                 1.1668,                0.86991,                 1.3113,                0.81718,                 0.6721,                0.71703,                0.40108,                 1.7988,                 1.3672,                 1.9251,               0.007228,               0.007228,               0.007228
                    282,                 1.1689,                 0.8679,                 1.3139,                0.82052,                0.66988,                0.71708,                0.40131,                 1.7995,                 1.3655,                 1.9254,              0.0072181,              0.0072181,              0.0072181
                    283,                 1.1712,                0.87744,                 1.3142,                0.81919,                 0.6687,                0.71674,                0.40164,                  1.799,                 1.3657,                 1.9252,              0.0072082,              0.0072082,              0.0072082
                    284,                 1.1748,                0.87556,                 1.3159,                0.81871,                0.66824,                0.71629,                0.39837,                 1.7986,                  1.367,                 1.9253,              0.0071983,              0.0071983,              0.0071983
                    285,                 1.1703,                0.87087,                 1.3109,                 0.8178,                0.66659,                0.71563,                0.39812,                 1.8001,                  1.366,                 1.9262,              0.0071884,              0.0071884,              0.0071884
                    286,                  1.177,                0.88939,                 1.3188,                 0.8184,                 0.6655,                0.71571,                0.39827,                 1.7999,                  1.366,                 1.9259,              0.0071785,              0.0071785,              0.0071785
                    287,                 1.1645,                0.86398,                 1.2981,                0.81471,                0.66554,                0.71572,                0.39778,                 1.8005,                  1.364,                 1.9265,              0.0071686,              0.0071686,              0.0071686
                    288,                 1.1725,                0.87034,                 1.3107,                0.81376,                0.66519,                0.71515,                0.39777,                 1.8006,                 1.3633,                 1.9259,              0.0071587,              0.0071587,              0.0071587
                    289,                 1.1665,                0.86577,                 1.3072,                0.81137,                 0.6659,                0.71496,                0.39851,                 1.8019,                 1.3663,                 1.9271,              0.0071488,              0.0071488,              0.0071488
                    290,                  1.154,                 0.8581,                 1.3004,                0.76746,                0.69573,                0.71522,                0.39849,                 1.8015,                 1.3666,                 1.9277,              0.0071389,              0.0071389,              0.0071389
                    291,                 1.1644,                0.86863,                  1.307,                0.76659,                0.69644,                0.71523,                0.39772,                 1.8015,                 1.3662,                  1.928,               0.007129,               0.007129,               0.007129
                    292,                 1.1557,                0.85318,                 1.3009,                0.77108,                0.69423,                0.71562,                0.39761,                 1.8022,                 1.3657,                 1.9289,              0.0071191,              0.0071191,              0.0071191
                    293,                 1.1559,                0.86003,                 1.2992,                0.76738,                0.69598,                0.71592,                0.39929,                 1.8019,                 1.3668,                 1.9288,              0.0071092,              0.0071092,              0.0071092
                    294,                  1.162,                 0.8677,                 1.3155,                0.77479,                0.68752,                0.71589,                0.39843,                 1.8006,                 1.3662,                 1.9268,              0.0070993,              0.0070993,              0.0070993
                    295,                 1.1666,                0.86353,                 1.3104,                0.77537,                0.68755,                0.71495,                0.39986,                 1.8008,                 1.3666,                 1.9269,              0.0070894,              0.0070894,              0.0070894
                    296,                 1.1574,                0.86026,                 1.2982,                0.77597,                0.68786,                0.71552,                0.40011,                 1.8014,                 1.3676,                 1.9276,              0.0070795,              0.0070795,              0.0070795
                    297,                 1.1608,                0.85798,                 1.3044,                0.77517,                0.68767,                0.71588,                0.39844,                 1.8023,                 1.3698,                 1.9283,              0.0070696,              0.0070696,              0.0070696
                    298,                 1.1575,                0.85996,                 1.3031,                0.77414,                0.69455,                0.71485,                0.40081,                 1.8027,                 1.3689,                  1.928,              0.0070597,              0.0070597,              0.0070597
                    299,                 1.1636,                0.86107,                 1.3021,                 0.7765,                0.69045,                0.71486,                0.40095,                 1.8037,                 1.3695,                 1.9289,              0.0070498,              0.0070498,              0.0070498
                    300,                 1.1431,                0.84063,                   1.29,                0.77709,                0.69067,                0.71516,                0.39919,                 1.8032,                 1.3704,                 1.9283,              0.0070399,              0.0070399,              0.0070399
                    301,                 1.1483,                0.85579,                 1.2984,                0.77666,                0.69066,                0.71533,                0.39886,                 1.8038,                 1.3719,                 1.9295,                0.00703,                0.00703,                0.00703
                    302,                 1.1563,                 0.8623,                 1.3007,                0.77522,                 0.6934,                0.71576,                0.39893,                 1.8049,                 1.3725,                 1.9308,              0.0070201,              0.0070201,              0.0070201
                    303,                 1.1492,                0.84736,                 1.2977,                0.77689,                0.69286,                0.71541,                0.39943,                 1.8053,                 1.3709,                 1.9308,              0.0070102,              0.0070102,              0.0070102
                    304,                   1.15,                 0.8486,                 1.2958,                0.77573,                0.69319,                0.71452,                0.40123,                 1.8054,                 1.3725,                 1.9312,              0.0070003,              0.0070003,              0.0070003
                    305,                 1.1378,                0.84115,                 1.2935,                0.77822,                0.68957,                0.71516,                0.40196,                 1.8055,                 1.3724,                 1.9308,              0.0069904,              0.0069904,              0.0069904
                    306,                 1.1479,                 0.8465,                 1.2931,                0.77773,                0.69216,                 0.7158,                0.40148,                 1.8054,                 1.3722,                 1.9307,              0.0069805,              0.0069805,              0.0069805
                    307,                 1.1518,                0.84845,                 1.2985,                0.77902,                0.69057,                0.71585,                0.40299,                 1.8062,                 1.3724,                 1.9318,              0.0069706,              0.0069706,              0.0069706
                    308,                 1.1394,                0.84187,                 1.2935,                 0.7799,                0.68759,                0.71475,                0.40173,                 1.8073,                 1.3743,                 1.9334,              0.0069607,              0.0069607,              0.0069607
                    309,                 1.1432,                0.84926,                 1.2924,                0.78316,                0.69018,                0.71562,                0.40023,                 1.8082,                 1.3768,                 1.9345,              0.0069508,              0.0069508,              0.0069508
                    310,                 1.1444,                0.84325,                 1.2937,                0.78258,                0.68843,                 0.7147,                 0.3983,                 1.8086,                 1.3754,                 1.9348,              0.0069409,              0.0069409,              0.0069409
                    311,                 1.1436,                 0.8454,                 1.2946,                0.78594,                0.68745,                0.71483,                0.39654,                 1.8101,                 1.3762,                 1.9366,               0.006931,               0.006931,               0.006931
                    312,                 1.1476,                0.85008,                  1.292,                0.79149,                0.68544,                0.71489,                0.39831,                 1.8086,                  1.377,                 1.9355,              0.0069211,              0.0069211,              0.0069211
                    313,                  1.133,                0.83518,                 1.2803,                0.79097,                0.68502,                0.71487,                0.39709,                 1.8088,                 1.3786,                 1.9351,              0.0069112,              0.0069112,              0.0069112
                    314,                 1.1418,                0.83858,                 1.2911,                0.79336,                0.68366,                0.71478,                0.40193,                  1.809,                 1.3794,                 1.9356,              0.0069013,              0.0069013,              0.0069013
                    315,                 1.1344,                0.84578,                 1.2865,                0.79219,                0.68442,                0.71497,                0.40183,                 1.8099,                  1.379,                 1.9368,              0.0068914,              0.0068914,              0.0068914
                    316,                 1.1378,                0.83559,                 1.2834,                0.79655,                0.68091,                0.71492,                0.39954,                 1.8117,                 1.3782,                 1.9405,              0.0068815,              0.0068815,              0.0068815
                    317,                 1.1338,                0.83753,                 1.2826,                0.79816,                0.68184,                0.71485,                0.39782,                  1.811,                 1.3778,                 1.9395,              0.0068716,              0.0068716,              0.0068716
                    318,                 1.1371,                0.83004,                 1.2827,                0.79822,                0.68334,                0.71371,                0.39827,                  1.812,                 1.3783,                 1.9406,              0.0068617,              0.0068617,              0.0068617
                    319,                 1.1369,                0.83219,                 1.2881,                0.79753,                0.68503,                0.71353,                0.39682,                 1.8124,                 1.3801,                  1.941,              0.0068518,              0.0068518,              0.0068518
                    320,                 1.1325,                0.83838,                 1.2831,                0.79613,                0.68608,                0.71409,                0.39575,                 1.8133,                   1.38,                 1.9419,              0.0068419,              0.0068419,              0.0068419
                    321,                 1.1247,                0.82962,                 1.2798,                0.79455,                0.68616,                0.71462,                0.39346,                 1.8139,                 1.3782,                 1.9433,               0.006832,               0.006832,               0.006832
                    322,                  1.128,                0.84219,                 1.2818,                0.79389,                 0.6861,                0.71358,                0.39328,                 1.8137,                 1.3783,                 1.9433,              0.0068221,              0.0068221,              0.0068221
                    323,                 1.1428,                0.84119,                 1.2881,                0.79374,                0.68671,                0.71375,                0.39506,                 1.8145,                 1.3786,                 1.9442,              0.0068122,              0.0068122,              0.0068122
                    324,                 1.1291,                0.83806,                  1.283,                0.79333,                0.68772,                0.71327,                0.39234,                 1.8152,                 1.3782,                 1.9447,              0.0068023,              0.0068023,              0.0068023
                    325,                 1.1276,                0.83132,                 1.2828,                0.79209,                0.68047,                0.71207,                0.39494,                 1.8146,                  1.377,                  1.945,              0.0067924,              0.0067924,              0.0067924
                    326,                 1.1289,                 0.8314,                 1.2749,                0.79137,                0.68271,                0.71255,                0.39484,                 1.8154,                 1.3753,                 1.9462,              0.0067825,              0.0067825,              0.0067825
                    327,                 1.1323,                0.84286,                 1.2817,                0.78888,                0.68929,                0.71295,                0.39498,                 1.8163,                 1.3738,                  1.947,              0.0067726,              0.0067726,              0.0067726
                    328,                 1.1329,                0.83973,                 1.2867,                0.78829,                0.68887,                0.71212,                0.39557,                 1.8165,                 1.3754,                 1.9473,              0.0067627,              0.0067627,              0.0067627
                    329,                  1.138,                0.83681,                 1.2866,                0.78843,                0.68192,                0.71227,                0.39512,                 1.8167,                 1.3743,                 1.9471,              0.0067528,              0.0067528,              0.0067528
                    330,                 1.1317,                0.83013,                 1.2824,                0.79037,                0.68056,                0.71251,                0.39356,                 1.8165,                  1.375,                 1.9468,              0.0067429,              0.0067429,              0.0067429
                    331,                 1.1277,                0.83591,                 1.2837,                0.78768,                0.68188,                0.71215,                0.39611,                 1.8163,                 1.3755,                 1.9466,               0.006733,               0.006733,               0.006733
                    332,                 1.1214,                0.82895,                 1.2765,                 0.7917,                0.68064,                0.71199,                0.39553,                  1.817,                 1.3772,                 1.9475,              0.0067231,              0.0067231,              0.0067231
                    333,                 1.1218,                 0.8226,                 1.2768,                0.78879,                0.67898,                0.71165,                0.39421,                 1.8177,                  1.378,                  1.949,              0.0067132,              0.0067132,              0.0067132
                    334,                 1.1218,                0.82829,                 1.2746,                0.79235,                0.67805,                0.71163,                0.39204,                 1.8183,                 1.3784,                 1.9491,              0.0067033,              0.0067033,              0.0067033
                    335,                 1.1235,                0.81605,                 1.2731,                0.79267,                0.67724,                0.71215,                0.39444,                 1.8184,                 1.3771,                 1.9494,              0.0066934,              0.0066934,              0.0066934
                    336,                 1.1108,                0.82316,                 1.2724,                  0.791,                0.67684,                0.71144,                0.39389,                 1.8177,                 1.3792,                 1.9491,              0.0066835,              0.0066835,              0.0066835
                    337,                 1.1158,                0.81464,                 1.2645,                0.79059,                0.67681,                0.71054,                0.39378,                 1.8185,                 1.3809,                 1.9507,              0.0066736,              0.0066736,              0.0066736
                    338,                 1.1136,                0.80995,                 1.2668,                0.78406,                 0.6846,                0.71007,                0.39567,                 1.8189,                  1.382,                   1.95,              0.0066637,              0.0066637,              0.0066637
                    339,                 1.1111,                 0.8099,                 1.2672,                0.78349,                0.68544,                0.71011,                0.39515,                 1.8195,                 1.3826,                 1.9502,              0.0066538,              0.0066538,              0.0066538
                    340,                 1.1094,                0.81025,                 1.2662,                0.78434,                0.68655,                 0.7103,                0.39561,                 1.8198,                 1.3806,                 1.9517,              0.0066439,              0.0066439,              0.0066439
                    341,                 1.1157,                0.82171,                 1.2702,                0.78403,                0.68685,                0.71087,                 0.3933,                 1.8213,                 1.3801,                 1.9534,               0.006634,               0.006634,               0.006634
                    342,                   1.11,                 0.8144,                 1.2686,                0.78426,                0.67883,                0.70959,                0.39147,                  1.821,                 1.3789,                 1.9533,              0.0066241,              0.0066241,              0.0066241
                    343,                 1.1125,                0.81915,                 1.2677,                0.78622,                0.67937,                0.70983,                0.39147,                 1.8209,                 1.3796,                 1.9533,              0.0066142,              0.0066142,              0.0066142
                    344,                 1.1067,                0.81479,                 1.2666,                0.78529,                0.67985,                0.70983,                0.39284,                 1.8217,                  1.381,                 1.9537,              0.0066043,              0.0066043,              0.0066043
                    345,                 1.1084,                0.82237,                 1.2642,                0.79058,                0.68076,                0.71052,                0.39134,                 1.8227,                 1.3825,                 1.9551,              0.0065944,              0.0065944,              0.0065944
                    346,                 1.1075,                0.81228,                  1.264,                 0.7871,                 0.6806,                0.70963,                0.39089,                  1.824,                 1.3831,                 1.9566,              0.0065845,              0.0065845,              0.0065845
                    347,                 1.1054,                0.80334,                 1.2587,                0.78729,                0.68029,                0.70972,                0.39176,                 1.8234,                  1.385,                 1.9561,              0.0065746,              0.0065746,              0.0065746
                    348,                 1.1091,                0.80725,                 1.2654,                 0.7893,                0.67959,                0.71022,                0.39204,                 1.8242,                 1.3858,                 1.9567,              0.0065647,              0.0065647,              0.0065647
                    349,                 1.1074,                0.80621,                  1.261,                0.78928,                 0.6808,                0.70997,                0.39039,                 1.8243,                 1.3857,                 1.9567,              0.0065548,              0.0065548,              0.0065548
                    350,                 1.1049,                0.81421,                 1.2607,                0.78966,                0.67789,                0.70944,                0.38856,                 1.8234,                 1.3878,                 1.9553,              0.0065449,              0.0065449,              0.0065449
                    351,                 1.1028,                0.79715,                 1.2639,                0.79085,                0.67849,                0.71088,                0.38942,                 1.8232,                 1.3883,                  1.955,               0.006535,               0.006535,               0.006535
                    352,                  1.103,                 0.7968,                 1.2576,                 0.7895,                0.67786,                0.71094,                0.38997,                 1.8237,                 1.3885,                 1.9559,              0.0065251,              0.0065251,              0.0065251
                    353,                 1.1073,                0.81454,                 1.2684,                 0.7913,                0.67409,                0.71019,                0.39182,                 1.8251,                 1.3914,                 1.9572,              0.0065152,              0.0065152,              0.0065152
                    354,                 1.1015,                0.80228,                 1.2605,                0.79113,                0.67432,                0.71094,                0.39159,                 1.8256,                 1.3913,                 1.9577,              0.0065053,              0.0065053,              0.0065053
                    355,                 1.1012,                 0.7961,                 1.2611,                0.79109,                0.67352,                0.71081,                0.39135,                 1.8249,                 1.3911,                 1.9577,              0.0064954,              0.0064954,              0.0064954
                    356,                 1.1004,                0.80136,                 1.2578,                0.79231,                 0.6715,                0.71036,                0.39208,                 1.8239,                 1.3892,                 1.9569,              0.0064855,              0.0064855,              0.0064855
                    357,                 1.0974,                0.79845,                 1.2584,                0.79138,                0.67508,                0.71159,                0.39211,                  1.823,                 1.3891,                 1.9567,              0.0064756,              0.0064756,              0.0064756
                    358,                 1.0946,                0.80472,                  1.255,                0.79127,                0.67494,                0.71113,                0.39117,                 1.8231,                 1.3885,                 1.9572,              0.0064657,              0.0064657,              0.0064657
                    359,                 1.0971,                0.80166,                 1.2591,                0.79115,                 0.6754,                0.71147,                0.39091,                  1.823,                 1.3888,                 1.9576,              0.0064558,              0.0064558,              0.0064558
                    360,                 1.0904,                0.79285,                 1.2479,                0.79125,                0.67577,                 0.7117,                0.39123,                  1.823,                   1.39,                 1.9574,              0.0064459,              0.0064459,              0.0064459
                    361,                 1.0965,                0.80347,                 1.2502,                0.79063,                0.67732,                0.71173,                0.39043,                 1.8231,                 1.3933,                 1.9578,               0.006436,               0.006436,               0.006436
                    362,                 1.0985,                0.80031,                 1.2523,                0.79055,                0.67794,                0.71211,                0.39111,                 1.8236,                 1.3912,                 1.9578,              0.0064261,              0.0064261,              0.0064261
                    363,                 1.0944,                0.80075,                 1.2552,                0.79071,                0.67897,                0.71223,                0.39071,                 1.8238,                 1.3911,                 1.9579,              0.0064162,              0.0064162,              0.0064162
                    364,                 1.0856,                0.79275,                 1.2493,                0.79137,                0.67718,                0.71162,                0.38954,                 1.8233,                 1.3921,                  1.958,              0.0064063,              0.0064063,              0.0064063
                    365,                  1.094,                0.79705,                 1.2516,                0.79165,                0.67575,                0.71136,                0.39078,                 1.8217,                 1.3918,                 1.9565,              0.0063964,              0.0063964,              0.0063964
                    366,                 1.0865,                0.78998,                 1.2457,                0.79117,                 0.6764,                0.71154,                0.39148,                  1.821,                 1.3926,                 1.9563,              0.0063865,              0.0063865,              0.0063865
                    367,                  1.086,                0.79352,                 1.2529,                0.77907,                 0.6781,                0.71153,                0.39031,                 1.8206,                 1.3931,                 1.9565,              0.0063766,              0.0063766,              0.0063766
                    368,                 1.0883,                0.78815,                 1.2526,                0.77711,                0.67912,                0.71097,                0.38934,                 1.8207,                 1.3938,                 1.9568,              0.0063667,              0.0063667,              0.0063667
                    369,                  1.086,                0.78271,                 1.2467,                0.77598,                0.68018,                0.70955,                0.39001,                 1.8211,                 1.3939,                 1.9581,              0.0063568,              0.0063568,              0.0063568
                    370,                 1.0907,                0.79521,                 1.2491,                0.77511,                0.68301,                0.71023,                0.38925,                 1.8206,                 1.3937,                 1.9572,              0.0063469,              0.0063469,              0.0063469
                    371,                   1.09,                0.79311,                  1.255,                0.77472,                0.68428,                0.71015,                0.38925,                 1.8209,                 1.3945,                 1.9581,               0.006337,               0.006337,               0.006337
                    372,                   1.08,                0.77868,                 1.2426,                0.77667,                0.68267,                0.71009,                0.39018,                 1.8211,                 1.3943,                 1.9588,              0.0063271,              0.0063271,              0.0063271
                    373,                 1.0893,                0.79056,                 1.2489,                0.77911,                0.67945,                0.70998,                0.38971,                 1.8217,                 1.3926,                 1.9594,              0.0063172,              0.0063172,              0.0063172
                    374,                 1.0839,                0.78618,                 1.2441,                0.77894,                0.67949,                0.70958,                0.38976,                 1.8211,                 1.3927,                 1.9587,              0.0063073,              0.0063073,              0.0063073
                    375,                 1.0762,                0.78968,                 1.2445,                0.78684,                0.66931,                0.70963,                0.38874,                  1.822,                 1.3927,                 1.9598,              0.0062974,              0.0062974,              0.0062974
                    376,                  1.084,                 0.7918,                   1.25,                0.78588,                0.66846,                0.70949,                0.39064,                 1.8227,                 1.3931,                  1.961,              0.0062875,              0.0062875,              0.0062875
                    377,                 1.0807,                 0.7904,                 1.2492,                0.78607,                0.66946,                0.70937,                 0.3895,                 1.8229,                 1.3938,                 1.9615,              0.0062776,              0.0062776,              0.0062776
                    378,                 1.0829,                0.78642,                  1.246,                0.78617,                0.66829,                0.70987,                0.38979,                 1.8233,                 1.3956,                 1.9627,              0.0062677,              0.0062677,              0.0062677
                    379,                 1.0799,                0.78011,                 1.2406,                0.78749,                0.66727,                0.71021,                0.39186,                 1.8241,                  1.396,                 1.9635,              0.0062578,              0.0062578,              0.0062578
                    380,                 1.0794,                0.78683,                 1.2473,                0.78923,                 0.6666,                0.70996,                0.39166,                 1.8241,                 1.3964,                  1.964,              0.0062479,              0.0062479,              0.0062479
                    381,                 1.0876,                0.79179,                 1.2428,                0.79015,                0.66627,                0.71004,                0.39053,                 1.8251,                 1.3982,                 1.9645,               0.006238,               0.006238,               0.006238
                    382,                 1.0749,                0.78547,                 1.2391,                0.78476,                0.67074,                0.70944,                0.39017,                  1.825,                 1.3972,                 1.9646,              0.0062281,              0.0062281,              0.0062281
                    383,                 1.0699,                0.78148,                 1.2369,                0.79088,                0.66627,                0.70952,                0.39055,                 1.8248,                 1.3986,                 1.9645,              0.0062182,              0.0062182,              0.0062182
                    384,                 1.0629,                0.76733,                 1.2369,                 0.7911,                0.66663,                0.70993,                0.39117,                 1.8251,                 1.3968,                 1.9645,              0.0062083,              0.0062083,              0.0062083
                    385,                 1.0733,                0.77404,                 1.2428,                0.79071,                 0.6663,                0.70976,                0.38983,                 1.8259,                 1.3983,                 1.9651,              0.0061984,              0.0061984,              0.0061984
                    386,                 1.0763,                0.77705,                 1.2386,                0.78713,                0.66769,                0.70966,                0.38999,                 1.8254,                 1.3982,                 1.9645,              0.0061885,              0.0061885,              0.0061885
                    387,                 1.0729,                0.77742,                 1.2405,                 0.7873,                0.66801,                 0.7088,                0.38948,                 1.8259,                  1.399,                 1.9656,              0.0061786,              0.0061786,              0.0061786
                    388,                 1.0576,                0.76303,                 1.2272,                0.78758,                0.66792,                0.70796,                0.38967,                 1.8265,                 1.3991,                  1.966,              0.0061687,              0.0061687,              0.0061687
                    389,                  1.073,                0.77833,                 1.2382,                0.78704,                0.66778,                0.70722,                0.38866,                 1.8269,                 1.3997,                 1.9666,              0.0061588,              0.0061588,              0.0061588
                    390,                 1.0667,                 0.7817,                 1.2392,                0.78758,                0.66831,                0.70705,                0.38889,                 1.8268,                 1.4009,                 1.9672,              0.0061489,              0.0061489,              0.0061489
                    391,                 1.0733,                0.77099,                 1.2378,                0.78552,                0.66948,                0.70676,                0.38836,                 1.8269,                 1.4023,                  1.968,               0.006139,               0.006139,               0.006139
                    392,                 1.0694,                 0.7691,                 1.2323,                 0.7846,                0.66906,                0.70697,                 0.3886,                 1.8282,                 1.4008,                 1.9695,              0.0061291,              0.0061291,              0.0061291
                    393,                 1.0727,                0.77569,                 1.2386,                0.78416,                0.66998,                0.70694,                0.38866,                  1.828,                 1.3994,                 1.9689,              0.0061192,              0.0061192,              0.0061192
                    394,                 1.0675,                0.76572,                 1.2362,                0.78333,                0.66991,                0.70749,                0.38849,                 1.8293,                  1.401,                 1.9694,              0.0061093,              0.0061093,              0.0061093
                    395,                 1.0662,                0.76911,                 1.2371,                0.78232,                0.67008,                0.70748,                0.38997,                 1.8293,                  1.401,                 1.9698,              0.0060994,              0.0060994,              0.0060994
                    396,                 1.0607,                 0.7691,                 1.2299,                0.78219,                0.66999,                0.70784,                0.38886,                 1.8305,                 1.4007,                 1.9706,              0.0060895,              0.0060895,              0.0060895
                    397,                 1.0686,                 0.7717,                 1.2364,                0.78438,                0.67001,                0.70827,                0.38852,                 1.8317,                 1.4013,                  1.973,              0.0060796,              0.0060796,              0.0060796
                    398,                 1.0586,                0.77068,                 1.2294,                0.78486,                 0.6703,                 0.7081,                0.38894,                 1.8332,                 1.4006,                 1.9747,              0.0060697,              0.0060697,              0.0060697
