                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.8055,                 1.8718,                 1.7319,                0.63595,                 0.5407,                 0.5487,                0.26977,                 1.8529,                 1.7365,                 1.8544,              0.0085348,              0.0085348,              0.0085348
                    150,                 1.7939,                 1.8674,                 1.7195,                0.63644,                 0.5395,                0.55002,                0.27053,                 1.8525,                  1.734,                 1.8534,              0.0085249,              0.0085249,              0.0085249
                    151,                 1.8019,                 1.8677,                 1.7309,                0.63679,                0.53924,                 0.5491,                0.27019,                 1.8515,                 1.7327,                 1.8524,               0.008515,               0.008515,               0.008515
                    152,                 1.8004,                 1.8547,                 1.7297,                0.64323,                0.53719,                0.55367,                0.27013,                 1.8513,                 1.7318,                  1.852,              0.0085051,              0.0085051,              0.0085051
                    153,                 1.7987,                 1.8687,                 1.7282,                0.64268,                0.53643,                0.55551,                0.26976,                 1.8507,                 1.7309,                 1.8512,              0.0084952,              0.0084952,              0.0084952
                    154,                  1.794,                 1.8516,                 1.7142,                0.64123,                0.53719,                0.55719,                0.27087,                 1.8504,                 1.7299,                 1.8504,              0.0084853,              0.0084853,              0.0084853
                    155,                  1.796,                 1.8479,                 1.7135,                0.64271,                0.53842,                0.55836,                0.27149,                 1.8502,                 1.7287,                 1.8489,              0.0084754,              0.0084754,              0.0084754
                    156,                  1.794,                 1.8396,                 1.7162,                0.64266,                0.53862,                0.55738,                0.27103,                 1.8498,                  1.727,                 1.8483,              0.0084655,              0.0084655,              0.0084655
                    157,                  1.797,                 1.8498,                 1.7178,                0.64143,                0.54095,                0.55785,                0.27138,                 1.8493,                 1.7258,                 1.8473,              0.0084556,              0.0084556,              0.0084556
                    158,                 1.7905,                 1.8507,                 1.7143,                0.64007,                0.54286,                0.55729,                0.27094,                 1.8481,                 1.7235,                 1.8456,              0.0084457,              0.0084457,              0.0084457
                    159,                 1.7953,                 1.8396,                  1.717,                0.64069,                0.54188,                0.55662,                0.27122,                 1.8471,                 1.7235,                 1.8444,              0.0084358,              0.0084358,              0.0084358
                    160,                 1.7924,                  1.833,                 1.7113,                0.64402,                0.54027,                0.55812,                0.27224,                 1.8478,                 1.7227,                  1.844,              0.0084259,              0.0084259,              0.0084259
                    161,                 1.7979,                 1.8369,                 1.7158,                0.64733,                 0.5391,                0.55871,                0.27206,                 1.8471,                 1.7217,                 1.8436,               0.008416,               0.008416,               0.008416
                    162,                 1.7896,                 1.8402,                 1.7062,                0.64948,                0.54249,                0.55816,                0.27381,                 1.8475,                 1.7193,                 1.8433,              0.0084061,              0.0084061,              0.0084061
                    163,                 1.7811,                 1.8308,                 1.7065,                0.65603,                0.54489,                0.55881,                0.27302,                 1.8468,                 1.7189,                 1.8418,              0.0083962,              0.0083962,              0.0083962
                    164,                 1.7842,                 1.8367,                 1.7109,                0.65789,                0.54558,                0.55929,                0.27345,                  1.848,                 1.7178,                 1.8422,              0.0083863,              0.0083863,              0.0083863
                    165,                 1.7887,                 1.8248,                 1.7001,                0.65847,                0.54599,                0.55937,                0.27326,                  1.848,                 1.7178,                 1.8416,              0.0083764,              0.0083764,              0.0083764
                    166,                 1.7883,                 1.8293,                 1.7029,                0.65763,                0.54526,                0.56025,                0.27353,                  1.848,                 1.7163,                 1.8406,              0.0083665,              0.0083665,              0.0083665
                    167,                 1.7913,                 1.8311,                 1.7013,                0.65393,                 0.5466,                0.56075,                 0.2735,                 1.8484,                 1.7147,                 1.8401,              0.0083566,              0.0083566,              0.0083566
                    168,                  1.791,                 1.8217,                 1.7125,                0.65584,                0.54689,                0.56134,                0.27473,                 1.8483,                 1.7137,                 1.8394,              0.0083467,              0.0083467,              0.0083467
                    169,                 1.7776,                 1.8128,                 1.6948,                0.65903,                 0.5457,                0.56108,                0.27448,                 1.8493,                 1.7134,                 1.8396,              0.0083368,              0.0083368,              0.0083368
                    170,                 1.7802,                 1.8139,                 1.7033,                0.65066,                0.54643,                0.56021,                0.27469,                 1.8499,                 1.7125,                 1.8394,              0.0083269,              0.0083269,              0.0083269
                    171,                 1.7869,                 1.8416,                 1.7038,                0.65121,                0.54618,                0.56092,                0.27492,                   1.85,                 1.7117,                 1.8391,               0.008317,               0.008317,               0.008317
                    172,                 1.7751,                 1.7961,                 1.6916,                0.65288,                0.54163,                0.56124,                0.27473,                 1.8507,                 1.7108,                 1.8386,              0.0083071,              0.0083071,              0.0083071
                    173,                  1.771,                 1.8049,                 1.6989,                0.65387,                0.54568,                0.56129,                0.27509,                 1.8506,                 1.7104,                 1.8381,              0.0082972,              0.0082972,              0.0082972
                    174,                 1.7735,                 1.7986,                  1.692,                0.65203,                0.54118,                0.56184,                0.27374,                 1.8508,                  1.709,                 1.8377,              0.0082873,              0.0082873,              0.0082873
                    175,                 1.7671,                 1.7887,                 1.6844,                0.65317,                0.54245,                 0.5614,                0.27625,                 1.8517,                 1.7071,                 1.8378,              0.0082774,              0.0082774,              0.0082774
                    176,                 1.7719,                  1.785,                 1.6897,                0.65153,                0.54213,                0.56295,                0.27629,                 1.8522,                  1.706,                 1.8376,              0.0082675,              0.0082675,              0.0082675
                    177,                 1.7735,                 1.7942,                 1.6876,                0.64816,                0.54892,                0.56169,                0.27483,                 1.8528,                 1.7054,                 1.8376,              0.0082576,              0.0082576,              0.0082576
                    178,                 1.7699,                  1.782,                 1.6797,                0.64432,                0.54449,                0.56318,                 0.2753,                 1.8529,                 1.7041,                  1.837,              0.0082477,              0.0082477,              0.0082477
                    179,                 1.7693,                 1.7814,                 1.6841,                0.64823,                0.54221,                0.56311,                0.27532,                 1.8533,                  1.704,                 1.8362,              0.0082378,              0.0082378,              0.0082378
                    180,                 1.7696,                 1.7925,                 1.6833,                 0.6505,                0.54712,                0.56149,                0.27531,                 1.8533,                 1.7035,                 1.8357,              0.0082279,              0.0082279,              0.0082279
                    181,                  1.769,                 1.7802,                 1.6765,                0.64842,                0.54736,                0.56254,                 0.2764,                 1.8533,                 1.7025,                 1.8343,               0.008218,               0.008218,               0.008218
                    182,                 1.7726,                 1.7873,                 1.6785,                 0.6466,                0.54778,                0.56293,                0.27655,                 1.8526,                 1.7019,                 1.8336,              0.0082081,              0.0082081,              0.0082081
                    183,                 1.7804,                 1.7928,                  1.681,                 0.6456,                0.54856,                0.56405,                0.27541,                 1.8528,                 1.7004,                 1.8332,              0.0081982,              0.0081982,              0.0081982
                    184,                 1.7548,                 1.7645,                 1.6727,                 0.6452,                0.54982,                0.56348,                0.27961,                 1.8529,                 1.6993,                 1.8325,              0.0081883,              0.0081883,              0.0081883
                    185,                 1.7705,                 1.7747,                 1.6857,                0.64123,                0.54942,                0.55946,                0.27934,                 1.8527,                  1.698,                 1.8314,              0.0081784,              0.0081784,              0.0081784
                    186,                 1.7627,                 1.7681,                 1.6816,                0.64368,                 0.5512,                0.56134,                0.28041,                 1.8529,                 1.6964,                 1.8312,              0.0081685,              0.0081685,              0.0081685
                    187,                 1.7575,                 1.7632,                 1.6702,                0.64751,                0.55707,                0.56537,                0.27949,                 1.8535,                 1.6951,                  1.831,              0.0081586,              0.0081586,              0.0081586
                    188,                 1.7674,                 1.7791,                 1.6722,                0.63824,                0.55829,                0.56533,                 0.2799,                 1.8529,                 1.6947,                 1.8302,              0.0081487,              0.0081487,              0.0081487
                    189,                 1.7778,                 1.7821,                 1.6805,                0.64276,                0.55894,                0.56583,                0.28091,                 1.8527,                 1.6938,                 1.8299,              0.0081388,              0.0081388,              0.0081388
                    190,                 1.7547,                 1.7611,                 1.6669,                0.64563,                  0.559,                0.56566,                0.28216,                 1.8521,                 1.6928,                 1.8284,              0.0081289,              0.0081289,              0.0081289
                    191,                 1.7624,                 1.7781,                 1.6738,                0.63976,                0.55959,                0.56511,                 0.2825,                 1.8514,                 1.6923,                 1.8272,               0.008119,               0.008119,               0.008119
                    192,                 1.7551,                 1.7468,                 1.6606,                0.63869,                0.55869,                0.56578,                0.28322,                 1.8513,                 1.6905,                 1.8267,              0.0081091,              0.0081091,              0.0081091
                    193,                 1.7548,                 1.7425,                 1.6627,                0.64262,                0.56008,                0.56557,                0.28283,                 1.8509,                 1.6894,                  1.826,              0.0080992,              0.0080992,              0.0080992
                    194,                  1.762,                 1.7703,                  1.676,                0.64382,                0.55741,                0.56658,                0.28266,                   1.85,                 1.6884,                 1.8249,              0.0080893,              0.0080893,              0.0080893
                    195,                 1.7574,                 1.7598,                 1.6715,                0.65205,                0.55565,                0.56872,                 0.2839,                 1.8501,                 1.6886,                 1.8247,              0.0080794,              0.0080794,              0.0080794
                    196,                 1.7539,                  1.724,                 1.6494,                 0.6409,                0.55868,                0.56863,                0.28317,                   1.85,                 1.6871,                  1.824,              0.0080695,              0.0080695,              0.0080695
                    197,                 1.7568,                 1.7505,                  1.659,                0.63844,                0.55904,                0.56985,                0.28417,                 1.8509,                  1.686,                 1.8243,              0.0080596,              0.0080596,              0.0080596
                    198,                 1.7567,                 1.7338,                 1.6571,                0.64326,                0.55835,                0.57166,                 0.2844,                 1.8512,                 1.6855,                 1.8238,              0.0080497,              0.0080497,              0.0080497
                    199,                 1.7463,                 1.7335,                 1.6563,                0.64873,                0.55693,                0.57429,                0.28523,                 1.8503,                 1.6837,                 1.8224,              0.0080398,              0.0080398,              0.0080398
                    200,                 1.7515,                 1.7409,                   1.66,                0.64529,                0.55697,                0.57386,                0.28515,                 1.8505,                 1.6818,                 1.8215,              0.0080299,              0.0080299,              0.0080299
                    201,                 1.7531,                 1.7351,                 1.6601,                0.64272,                0.55757,                 0.5742,                0.28608,                 1.8495,                 1.6824,                 1.8198,                0.00802,                0.00802,                0.00802
                    202,                 1.7577,                 1.7586,                 1.6639,                0.64152,                0.55784,                0.57476,                0.28585,                 1.8502,                 1.6812,                 1.8197,              0.0080101,              0.0080101,              0.0080101
                    203,                 1.7537,                 1.7388,                 1.6594,                0.63477,                0.55723,                0.57502,                0.28581,                 1.8499,                 1.6801,                 1.8186,              0.0080002,              0.0080002,              0.0080002
                    204,                 1.7423,                 1.7355,                 1.6529,                0.64016,                0.55759,                0.57612,                0.28592,                 1.8488,                 1.6791,                 1.8172,              0.0079903,              0.0079903,              0.0079903
                    205,                 1.7466,                 1.7293,                 1.6524,                0.64023,                0.55835,                0.57636,                0.28576,                 1.8491,                 1.6778,                 1.8172,              0.0079804,              0.0079804,              0.0079804
                    206,                 1.7502,                 1.7375,                 1.6621,                0.64696,                0.55778,                0.57874,                0.28761,                 1.8484,                 1.6765,                 1.8164,              0.0079705,              0.0079705,              0.0079705
                    207,                 1.7507,                 1.7299,                 1.6566,                0.64337,                0.56033,                0.57887,                0.28742,                 1.8486,                 1.6765,                 1.8159,              0.0079606,              0.0079606,              0.0079606
                    208,                 1.7418,                 1.7377,                 1.6566,                0.64694,                0.56222,                0.58026,                 0.2871,                 1.8489,                 1.6755,                 1.8157,              0.0079507,              0.0079507,              0.0079507
                    209,                 1.7471,                 1.7262,                 1.6482,                0.64768,                0.56055,                0.58273,                0.28752,                 1.8491,                 1.6744,                 1.8151,              0.0079408,              0.0079408,              0.0079408
                    210,                 1.7391,                 1.7063,                 1.6437,                0.65784,                0.56041,                0.58413,                0.28836,                 1.8489,                 1.6737,                 1.8143,              0.0079309,              0.0079309,              0.0079309
                    211,                 1.7498,                 1.7427,                 1.6561,                  0.659,                 0.5629,                0.58579,                0.28899,                 1.8488,                 1.6727,                 1.8139,               0.007921,               0.007921,               0.007921
                    212,                 1.7356,                 1.7014,                 1.6394,                0.64726,                0.56385,                  0.586,                0.28936,                 1.8488,                 1.6715,                 1.8134,              0.0079111,              0.0079111,              0.0079111
                    213,                 1.7401,                  1.718,                 1.6435,                0.64684,                0.55936,                0.58528,                0.28953,                 1.8497,                 1.6706,                 1.8133,              0.0079012,              0.0079012,              0.0079012
                    214,                  1.735,                 1.7138,                 1.6416,                0.65991,                0.55487,                0.58577,                0.28974,                 1.8501,                 1.6698,                 1.8129,              0.0078913,              0.0078913,              0.0078913
                    215,                 1.7329,                 1.6995,                 1.6427,                0.66476,                0.55779,                0.58764,                0.28971,                 1.8511,                 1.6685,                 1.8131,              0.0078814,              0.0078814,              0.0078814
                    216,                 1.7427,                 1.7042,                 1.6503,                0.67016,                0.56084,                0.58725,                0.29033,                 1.8513,                 1.6678,                 1.8125,              0.0078715,              0.0078715,              0.0078715
                    217,                 1.7325,                 1.7108,                 1.6362,                0.67137,                 0.5616,                0.58588,                0.28933,                 1.8512,                 1.6667,                 1.8118,              0.0078616,              0.0078616,              0.0078616
                    218,                  1.737,                 1.7095,                 1.6402,                0.67894,                0.56002,                0.58596,                0.28926,                 1.8509,                 1.6662,                 1.8115,              0.0078517,              0.0078517,              0.0078517
                    219,                 1.7397,                 1.7203,                 1.6435,                0.67484,                0.56301,                0.58557,                0.28859,                 1.8518,                 1.6651,                 1.8111,              0.0078418,              0.0078418,              0.0078418
                    220,                  1.739,                 1.7012,                 1.6395,                0.69073,                0.56364,                0.58895,                 0.2904,                 1.8522,                 1.6635,                 1.8112,              0.0078319,              0.0078319,              0.0078319
                    221,                 1.7372,                 1.7002,                 1.6346,                0.68207,                0.56568,                0.58837,                0.28754,                 1.8518,                 1.6629,                 1.8109,               0.007822,               0.007822,               0.007822
                    222,                 1.7377,                 1.7046,                 1.6343,                0.67804,                0.56615,                0.58678,                0.28681,                  1.851,                 1.6619,                 1.8099,              0.0078121,              0.0078121,              0.0078121
                    223,                 1.7289,                 1.6937,                 1.6291,                0.67641,                0.56607,                0.58715,                0.28805,                 1.8517,                 1.6611,                 1.8098,              0.0078022,              0.0078022,              0.0078022
                    224,                 1.7283,                 1.6777,                 1.6231,                 0.6838,                0.56906,                0.58779,                0.28724,                 1.8523,                 1.6611,                 1.8099,              0.0077923,              0.0077923,              0.0077923
                    225,                 1.7247,                 1.6927,                 1.6249,                0.67977,                0.57131,                0.58654,                0.28675,                 1.8518,                   1.66,                 1.8089,              0.0077824,              0.0077824,              0.0077824
                    226,                 1.7329,                 1.6831,                   1.63,                0.68439,                0.56947,                0.58808,                0.28709,                 1.8523,                 1.6596,                 1.8094,              0.0077725,              0.0077725,              0.0077725
                    227,                 1.7384,                 1.6894,                 1.6359,                0.67233,                0.56016,                0.57989,                 0.2857,                 1.8525,                 1.6581,                 1.8088,              0.0077626,              0.0077626,              0.0077626
                    228,                 1.7308,                 1.6811,                 1.6241,                0.67375,                0.56082,                0.57931,                0.28545,                 1.8538,                 1.6574,                 1.8097,              0.0077527,              0.0077527,              0.0077527
                    229,                 1.7259,                 1.6764,                 1.6238,                0.67625,                 0.5598,                0.57952,                0.28637,                 1.8534,                 1.6569,                 1.8088,              0.0077428,              0.0077428,              0.0077428
                    230,                 1.7343,                 1.6852,                 1.6327,                0.67934,                0.56005,                0.57981,                0.28697,                 1.8535,                 1.6558,                 1.8086,              0.0077329,              0.0077329,              0.0077329
                    231,                 1.7241,                 1.6737,                 1.6184,                0.68034,                 0.5598,                0.58014,                0.28846,                 1.8538,                 1.6556,                 1.8083,               0.007723,               0.007723,               0.007723
                    232,                 1.7248,                 1.6733,                 1.6248,                0.68076,                0.56026,                0.57836,                0.28743,                 1.8537,                 1.6557,                 1.8083,              0.0077131,              0.0077131,              0.0077131
                    233,                 1.7268,                 1.6794,                 1.6263,                0.67684,                0.56115,                0.57884,                0.28786,                 1.8537,                 1.6556,                 1.8076,              0.0077032,              0.0077032,              0.0077032
                    234,                 1.7222,                 1.6838,                 1.6202,                 0.6799,                0.56097,                0.57978,                0.28839,                  1.853,                 1.6531,                 1.8062,              0.0076933,              0.0076933,              0.0076933
                    235,                 1.7187,                 1.6761,                 1.6181,                0.68783,                0.55986,                0.57968,                0.28774,                 1.8532,                 1.6533,                 1.8059,              0.0076834,              0.0076834,              0.0076834
                    236,                 1.7245,                 1.6846,                  1.621,                0.68737,                0.55985,                0.57872,                 0.2874,                 1.8536,                 1.6534,                 1.8058,              0.0076735,              0.0076735,              0.0076735
                    237,                  1.718,                 1.6688,                 1.6177,                0.68791,                0.56263,                0.57912,                0.28745,                 1.8535,                 1.6523,                 1.8052,              0.0076636,              0.0076636,              0.0076636
                    238,                 1.7279,                 1.6807,                 1.6287,                0.68796,                0.56544,                0.58245,                0.28856,                 1.8531,                 1.6519,                 1.8047,              0.0076537,              0.0076537,              0.0076537
                    239,                 1.7223,                 1.6534,                 1.6171,                0.68795,                0.56611,                0.58194,                0.28929,                 1.8531,                 1.6515,                 1.8047,              0.0076438,              0.0076438,              0.0076438
                    240,                 1.7201,                  1.678,                 1.6211,                0.68457,                0.56555,                0.58118,                0.28982,                 1.8528,                 1.6515,                 1.8034,              0.0076339,              0.0076339,              0.0076339
                    241,                 1.7211,                 1.6632,                 1.6096,                0.71369,                0.56403,                0.58414,                0.29147,                 1.8534,                 1.6529,                 1.8033,               0.007624,               0.007624,               0.007624
                    242,                 1.7211,                 1.6831,                  1.622,                0.71634,                0.56394,                0.58386,                0.29198,                 1.8542,                 1.6517,                 1.8031,              0.0076141,              0.0076141,              0.0076141
                    243,                 1.7186,                 1.6721,                 1.6136,                 0.7125,                0.56463,                0.58385,                0.29153,                 1.8528,                 1.6516,                  1.802,              0.0076042,              0.0076042,              0.0076042
                    244,                 1.7113,                 1.6587,                 1.6114,                0.69905,                0.56557,                0.58342,                0.29039,                 1.8529,                 1.6492,                 1.8009,              0.0075943,              0.0075943,              0.0075943
                    245,                 1.7147,                 1.6441,                 1.6059,                0.71227,                0.56833,                 0.5836,                0.29055,                 1.8516,                 1.6497,                 1.8003,              0.0075844,              0.0075844,              0.0075844
                    246,                 1.7186,                 1.6596,                 1.6163,                0.71066,                0.56925,                0.58447,                  0.292,                 1.8522,                 1.6476,                    1.8,              0.0075745,              0.0075745,              0.0075745
                    247,                 1.7213,                 1.6552,                 1.6192,                0.70973,                0.57288,                0.58465,                0.29222,                 1.8515,                 1.6463,                 1.7988,              0.0075646,              0.0075646,              0.0075646
                    248,                 1.7193,                 1.6523,                 1.6115,                0.71009,                0.57045,                0.58414,                0.29228,                  1.851,                 1.6442,                 1.7979,              0.0075547,              0.0075547,              0.0075547
                    249,                 1.7076,                 1.6417,                 1.6017,                0.71127,                 0.5715,                0.58486,                 0.2921,                 1.8501,                  1.643,                 1.7967,              0.0075448,              0.0075448,              0.0075448
                    250,                 1.7139,                 1.6387,                  1.606,                0.71171,                0.57194,                0.58575,                0.29242,                 1.8498,                 1.6425,                 1.7957,              0.0075349,              0.0075349,              0.0075349
                    251,                 1.7088,                 1.6332,                 1.6035,                0.70842,                 0.5678,                0.58233,                0.29289,                  1.849,                 1.6423,                 1.7944,               0.007525,               0.007525,               0.007525
                    252,                 1.7107,                 1.6466,                 1.6037,                0.70984,                0.56797,                0.58208,                0.29345,                 1.8482,                 1.6407,                 1.7937,              0.0075151,              0.0075151,              0.0075151
                    253,                 1.7029,                 1.6351,                 1.6047,                0.71281,                0.56743,                 0.5805,                0.29312,                 1.8472,                 1.6395,                 1.7926,              0.0075052,              0.0075052,              0.0075052
                    254,                 1.7075,                 1.6413,                 1.5975,                0.71115,                0.56867,                0.58209,                0.29391,                 1.8472,                 1.6379,                 1.7921,              0.0074953,              0.0074953,              0.0074953
                    255,                 1.7065,                 1.6363,                 1.6051,                0.71167,                0.56916,                 0.5827,                0.29305,                 1.8464,                 1.6388,                 1.7915,              0.0074854,              0.0074854,              0.0074854
                    256,                  1.707,                 1.6416,                 1.6018,                0.70967,                0.57036,                0.58265,                0.29248,                 1.8462,                 1.6372,                  1.791,              0.0074755,              0.0074755,              0.0074755
                    257,                 1.7121,                 1.6425,                 1.6051,                0.70892,                 0.5702,                0.58283,                0.29298,                 1.8467,                 1.6354,                 1.7914,              0.0074656,              0.0074656,              0.0074656
                    258,                 1.7055,                 1.6304,                 1.6052,                0.70978,                 0.5698,                 0.5835,                0.29314,                 1.8467,                 1.6351,                 1.7904,              0.0074557,              0.0074557,              0.0074557
                    259,                 1.7077,                 1.6335,                 1.6024,                0.70869,                0.56728,                0.58232,                0.29286,                 1.8454,                 1.6339,                 1.7892,              0.0074458,              0.0074458,              0.0074458
                    260,                 1.7058,                 1.6313,                 1.6071,                0.71072,                 0.5698,                0.58432,                0.29366,                 1.8453,                 1.6333,                  1.789,              0.0074359,              0.0074359,              0.0074359
                    261,                 1.7097,                 1.6337,                 1.6058,                0.69161,                0.57148,                0.58118,                0.29336,                 1.8449,                 1.6334,                  1.789,               0.007426,               0.007426,               0.007426
                    262,                  1.703,                 1.6379,                 1.6081,                0.69098,                0.57184,                 0.5811,                0.29304,                 1.8444,                 1.6347,                 1.7876,              0.0074161,              0.0074161,              0.0074161
                    263,                 1.7026,                 1.6467,                 1.6011,                  0.691,                0.57265,                0.58086,                0.29375,                  1.843,                 1.6338,                 1.7865,              0.0074062,              0.0074062,              0.0074062
                    264,                 1.6997,                 1.6302,                 1.6026,                0.68556,                0.57494,                0.58136,                0.29342,                 1.8429,                  1.632,                 1.7863,              0.0073963,              0.0073963,              0.0073963
                    265,                 1.7059,                 1.6493,                 1.6025,                0.68928,                 0.5728,                0.58166,                0.29353,                 1.8437,                 1.6312,                 1.7864,              0.0073864,              0.0073864,              0.0073864
                    266,                 1.7066,                 1.6285,                 1.5983,                0.68599,                  0.572,                0.57995,                0.29351,                 1.8434,                 1.6314,                 1.7857,              0.0073765,              0.0073765,              0.0073765
                    267,                 1.7104,                  1.626,                 1.5907,                0.68681,                0.57195,                0.58016,                0.29386,                 1.8431,                 1.6312,                 1.7848,              0.0073666,              0.0073666,              0.0073666
                    268,                 1.7038,                  1.641,                 1.6015,                0.68024,                0.56692,                0.57993,                0.29379,                 1.8425,                 1.6305,                 1.7842,              0.0073567,              0.0073567,              0.0073567
                    269,                 1.6959,                   1.62,                  1.591,                0.69096,                0.57197,                0.58515,                0.29444,                  1.842,                 1.6288,                 1.7835,              0.0073468,              0.0073468,              0.0073468
                    270,                 1.7018,                 1.6237,                 1.5981,                0.69122,                0.56977,                 0.5854,                0.29497,                 1.8421,                  1.629,                  1.783,              0.0073369,              0.0073369,              0.0073369
                    271,                 1.7055,                 1.6194,                 1.5915,                0.69343,                0.57214,                0.58568,                0.29429,                 1.8414,                  1.627,                 1.7821,               0.007327,               0.007327,               0.007327
                    272,                 1.7033,                 1.6176,                 1.5894,                0.67464,                0.57848,                0.58556,                0.29421,                 1.8417,                 1.6254,                 1.7817,              0.0073171,              0.0073171,              0.0073171
                    273,                 1.6976,                 1.6267,                 1.5902,                0.67398,                0.57915,                0.58808,                0.29407,                 1.8419,                 1.6259,                 1.7816,              0.0073072,              0.0073072,              0.0073072
                    274,                 1.6993,                 1.6227,                 1.5919,                0.67246,                0.57686,                0.59111,                 0.2973,                 1.8415,                 1.6246,                 1.7808,              0.0072973,              0.0072973,              0.0072973
                    275,                 1.6987,                 1.6063,                 1.5885,                0.66246,                0.58501,                0.59256,                0.29745,                 1.8418,                 1.6254,                 1.7796,              0.0072874,              0.0072874,              0.0072874
                    276,                 1.6925,                  1.626,                 1.5945,                0.66548,                0.58524,                0.59277,                0.29889,                  1.842,                 1.6244,                 1.7788,              0.0072775,              0.0072775,              0.0072775
                    277,                 1.6964,                 1.6146,                 1.5866,                0.66212,                0.58305,                0.59342,                0.29847,                 1.8413,                 1.6234,                 1.7784,              0.0072676,              0.0072676,              0.0072676
                    278,                 1.6917,                 1.6304,                 1.5807,                0.66279,                0.58473,                0.59476,                0.29853,                 1.8413,                  1.623,                 1.7779,              0.0072577,              0.0072577,              0.0072577
                    279,                 1.6946,                 1.6066,                 1.5918,                0.66162,                0.58677,                0.59504,                0.29853,                 1.8416,                 1.6227,                 1.7779,              0.0072478,              0.0072478,              0.0072478
                    280,                 1.6918,                 1.6018,                 1.5793,                0.67453,                0.58699,                0.59831,                0.29928,                 1.8409,                 1.6216,                 1.7769,              0.0072379,              0.0072379,              0.0072379
                    281,                 1.6952,                 1.6078,                 1.5833,                0.67386,                0.58729,                0.59822,                0.29972,                 1.8409,                 1.6209,                 1.7767,               0.007228,               0.007228,               0.007228
                    282,                 1.6823,                 1.6027,                 1.5805,                0.67493,                0.58556,                0.59838,                0.29833,                 1.8407,                 1.6202,                  1.776,              0.0072181,              0.0072181,              0.0072181
