                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                 1.9576,                 2.3783,                  2.008,                0.49481,                0.43766,                0.40565,                0.19578,                 1.9058,                 2.1226,                 2.0413,              0.0095941,              0.0095941,              0.0095941
                     43,                 1.9427,                 2.3661,                  2.003,                0.50838,                0.46001,                0.42664,                0.20284,                 1.9126,                 2.0871,                 2.0482,              0.0095842,              0.0095842,              0.0095842
                     44,                 1.9456,                 2.3457,                 2.0013,                0.51783,                0.45015,                0.43077,                0.21052,                 1.9177,                 2.0663,                 2.0515,              0.0095743,              0.0095743,              0.0095743
                     45,                 1.9466,                 2.3628,                 2.0045,                0.60372,                0.40836,                0.43361,                0.20762,                 1.9029,                 2.0757,                 2.0307,              0.0095644,              0.0095644,              0.0095644
                     46,                 1.9326,                 2.3262,                 1.9885,                0.47906,                 0.5002,                0.44904,                0.21072,                 1.8944,                 2.0783,                 2.0283,              0.0095545,              0.0095545,              0.0095545
                     47,                 1.9325,                 2.3173,                 1.9931,                0.56485,                0.45395,                0.45354,                0.21149,                 1.8949,                   2.03,                  2.024,              0.0095446,              0.0095446,              0.0095446
                     48,                 1.9248,                 2.3008,                 1.9719,                0.53901,                 0.4738,                0.45325,                0.20946,                 1.9097,                 2.0246,                 2.0346,              0.0095347,              0.0095347,              0.0095347
                     49,                 1.9306,                 2.3025,                 1.9745,                0.55908,                  0.424,                0.44974,                0.21976,                 1.8903,                 2.0279,                   2.03,              0.0095248,              0.0095248,              0.0095248
                     50,                  1.915,                 2.2708,                 1.9777,                0.65811,                0.45497,                0.47159,                0.22615,                  1.899,                 2.0086,                 2.0308,              0.0095149,              0.0095149,              0.0095149
                     51,                 1.9142,                 2.2726,                 1.9626,                0.62189,                 0.4996,                0.48934,                0.24536,                 1.8909,                 1.9933,                  2.027,               0.009505,               0.009505,               0.009505
                     52,                 1.9183,                 2.2597,                 1.9671,                0.58788,                0.49736,                0.48419,                0.24296,                 1.8797,                 1.9586,                 2.0064,              0.0094951,              0.0094951,              0.0094951
                     53,                 1.9069,                 2.2493,                 1.9521,                0.56186,                0.43832,                0.46268,                0.23145,                 1.8776,                 1.9844,                 2.0032,              0.0094852,              0.0094852,              0.0094852
                     54,                 1.9064,                 2.2328,                 1.9546,                0.59277,                0.48227,                0.48181,                0.23025,                  1.896,                 1.9713,                 2.0217,              0.0094753,              0.0094753,              0.0094753
                     55,                 1.9067,                  2.211,                 1.9464,                0.56076,                0.50946,                0.48744,                 0.2343,                 1.8678,                 1.9445,                 1.9949,              0.0094654,              0.0094654,              0.0094654
                     56,                  1.901,                 2.2071,                 1.9509,                0.60024,                0.48465,                0.48742,                0.24037,                  1.889,                  1.931,                 2.0136,              0.0094555,              0.0094555,              0.0094555
                     57,                 1.8874,                 2.1909,                 1.9349,                0.61549,                0.48746,                0.49364,                 0.2351,                 1.8762,                 1.9337,                 2.0025,              0.0094456,              0.0094456,              0.0094456
                     58,                 1.8906,                 2.1834,                 1.9398,                0.59389,                0.51731,                0.49302,                0.23836,                  1.875,                 1.9181,                 1.9977,              0.0094357,              0.0094357,              0.0094357
                     59,                 1.8855,                 2.1869,                 1.9345,                0.57255,                0.47934,                0.49889,                0.24323,                  1.867,                 1.9151,                 1.9828,              0.0094258,              0.0094258,              0.0094258
                     60,                 1.8765,                 2.1517,                 1.9281,                 0.6168,                0.47879,                0.49722,                0.24563,                 1.8671,                 1.9117,                 1.9897,              0.0094159,              0.0094159,              0.0094159
                     61,                 1.8812,                 2.1636,                 1.9278,                0.56159,                0.50844,                0.50287,                0.24908,                 1.8595,                 1.9008,                 1.9836,               0.009406,               0.009406,               0.009406
                     62,                 1.8733,                 2.1428,                 1.9162,                0.57483,                0.49949,                0.51103,                0.25632,                 1.8569,                  1.879,                 1.9741,              0.0093961,              0.0093961,              0.0093961
                     63,                 1.8793,                 2.1392,                 1.9227,                 0.5713,                0.50185,                0.50362,                0.25836,                 1.8602,                 1.8671,                 1.9788,              0.0093862,              0.0093862,              0.0093862
                     64,                 1.8761,                 2.1273,                 1.9161,                0.52911,                0.54215,                0.51363,                0.25589,                 1.8484,                 1.8746,                 1.9672,              0.0093763,              0.0093763,              0.0093763
                     65,                 1.8703,                 2.1378,                 1.9189,                0.59637,                0.55455,                0.52388,                0.25498,                 1.8377,                 1.8543,                 1.9584,              0.0093664,              0.0093664,              0.0093664
                     66,                 1.8684,                 2.1104,                 1.9042,                0.62754,                0.52706,                0.52362,                0.26416,                  1.844,                 1.8363,                 1.9658,              0.0093565,              0.0093565,              0.0093565
                     67,                 1.8631,                 2.1166,                 1.9058,                0.57154,                0.53186,                0.50786,                0.25393,                 1.8563,                 1.8573,                  1.973,              0.0093466,              0.0093466,              0.0093466
                     68,                 1.8584,                  2.089,                 1.8954,                0.58433,                0.56793,                0.52426,                0.26061,                 1.8556,                 1.8632,                 1.9727,              0.0093367,              0.0093367,              0.0093367
                     69,                 1.8592,                 2.0983,                 1.9056,                 0.5798,                0.57898,                0.52478,                0.25656,                 1.8518,                 1.8517,                 1.9693,              0.0093268,              0.0093268,              0.0093268
                     70,                 1.8586,                  2.084,                 1.8933,                0.57137,                0.56867,                0.53012,                0.26371,                 1.8523,                 1.8531,                 1.9706,              0.0093169,              0.0093169,              0.0093169
                     71,                 1.8515,                 2.0672,                 1.8947,                0.63713,                  0.525,                0.52868,                0.26781,                 1.8499,                 1.8387,                 1.9666,               0.009307,               0.009307,               0.009307
                     72,                 1.8583,                 2.0744,                  1.889,                0.59333,                0.53698,                0.53121,                0.26767,                 1.8415,                 1.8236,                 1.9588,              0.0092971,              0.0092971,              0.0092971
                     73,                 1.8554,                 2.0661,                 1.8944,                0.60525,                0.52941,                0.54076,                0.27495,                 1.8337,                  1.807,                 1.9604,              0.0092872,              0.0092872,              0.0092872
                     74,                  1.835,                 2.0343,                 1.8795,                0.61137,                0.53874,                0.54425,                0.28048,                 1.8294,                 1.8016,                 1.9555,              0.0092773,              0.0092773,              0.0092773
                     75,                 1.8418,                  2.038,                   1.88,                0.63198,                0.51892,                0.54419,                0.27851,                 1.8181,                 1.7985,                 1.9441,              0.0092674,              0.0092674,              0.0092674
                     76,                 1.8334,                  2.035,                 1.8698,                0.59927,                 0.5354,                0.54581,                0.27415,                 1.8247,                 1.8015,                 1.9485,              0.0092575,              0.0092575,              0.0092575
                     77,                 1.8285,                  2.043,                 1.8768,                0.64954,                0.51991,                0.54406,                0.27169,                 1.8284,                  1.808,                 1.9518,              0.0092476,              0.0092476,              0.0092476
                     78,                 1.8417,                 2.0348,                 1.8696,                0.67811,                0.53537,                0.54669,                0.27781,                  1.827,                 1.8108,                 1.9477,              0.0092377,              0.0092377,              0.0092377
                     79,                 1.8371,                  2.027,                 1.8634,                0.67523,                0.54137,                0.54922,                 0.2747,                 1.8283,                 1.8036,                 1.9479,              0.0092278,              0.0092278,              0.0092278
                     80,                 1.8298,                 1.9908,                 1.8632,                0.63513,                 0.5443,                0.54766,                0.26991,                 1.8368,                 1.8034,                 1.9547,              0.0092179,              0.0092179,              0.0092179
                     81,                 1.8394,                 2.0126,                 1.8667,                0.61031,                0.53186,                0.53952,                 0.2714,                 1.8355,                 1.7971,                 1.9519,               0.009208,               0.009208,               0.009208
                     82,                 1.8293,                 2.0089,                 1.8609,                0.64013,                0.50386,                0.53998,                 0.2756,                 1.8333,                 1.7925,                   1.95,              0.0091981,              0.0091981,              0.0091981
                     83,                 1.8275,                 1.9941,                 1.8502,                 0.6126,                0.54512,                0.54225,                 0.2719,                 1.8306,                 1.7828,                 1.9453,              0.0091882,              0.0091882,              0.0091882
                     84,                 1.8247,                 1.9976,                 1.8504,                0.63647,                0.53296,                0.55079,                0.27916,                   1.83,                 1.7758,                 1.9438,              0.0091783,              0.0091783,              0.0091783
                     85,                  1.825,                 1.9771,                 1.8589,                0.65348,                0.53386,                 0.5558,                0.28232,                 1.8295,                 1.7712,                 1.9411,              0.0091684,              0.0091684,              0.0091684
                     86,                 1.8182,                 1.9761,                 1.8463,                0.66507,                0.54455,                0.56183,                0.28154,                 1.8309,                 1.7681,                 1.9413,              0.0091585,              0.0091585,              0.0091585
                     87,                 1.8223,                 1.9633,                 1.8406,                0.65394,                0.51867,                0.55105,                0.28142,                 1.8332,                 1.7644,                  1.941,              0.0091486,              0.0091486,              0.0091486
                     88,                 1.8186,                 1.9624,                 1.8436,                0.65727,                0.51388,                0.55249,                0.28115,                 1.8293,                 1.7598,                 1.9372,              0.0091387,              0.0091387,              0.0091387
                     89,                 1.8176,                 1.9433,                 1.8362,                0.64535,                0.52116,                0.55219,                0.27725,                 1.8298,                 1.7595,                 1.9358,              0.0091288,              0.0091288,              0.0091288
                     90,                 1.8206,                 1.9662,                 1.8335,                0.61241,                0.56387,                0.55441,                0.27644,                 1.8275,                 1.7557,                 1.9331,              0.0091189,              0.0091189,              0.0091189
                     91,                 1.8061,                 1.9593,                 1.8383,                0.61243,                 0.5374,                0.55827,                0.27783,                  1.829,                 1.7539,                 1.9331,               0.009109,               0.009109,               0.009109
                     92,                 1.8055,                 1.9586,                 1.8398,                0.64951,                0.53338,                0.55915,                0.27549,                 1.8301,                 1.7537,                 1.9358,              0.0090991,              0.0090991,              0.0090991
                     93,                 1.8047,                 1.9365,                 1.8296,                0.59772,                0.55564,                0.55528,                0.27583,                 1.8321,                 1.7519,                 1.9363,              0.0090892,              0.0090892,              0.0090892
                     94,                 1.8045,                 1.9552,                 1.8375,                0.57941,                0.56538,                0.55626,                0.27464,                  1.832,                 1.7514,                 1.9346,              0.0090793,              0.0090793,              0.0090793
                     95,                 1.7906,                 1.9406,                 1.8323,                0.57931,                0.56707,                0.55396,                0.27396,                 1.8292,                 1.7486,                 1.9331,              0.0090694,              0.0090694,              0.0090694
                     96,                 1.8028,                 1.9362,                 1.8305,                0.58338,                0.57079,                0.55312,                0.27222,                 1.8289,                 1.7529,                 1.9315,              0.0090595,              0.0090595,              0.0090595
                     97,                 1.7927,                 1.9291,                 1.8267,                0.58825,                 0.5873,                0.56895,                0.27261,                 1.8293,                  1.754,                  1.932,              0.0090496,              0.0090496,              0.0090496
                     98,                 1.7981,                 1.9099,                 1.8262,                0.60208,                 0.5748,                0.57299,                0.27264,                 1.8298,                 1.7506,                 1.9316,              0.0090397,              0.0090397,              0.0090397
                     99,                  1.795,                 1.9082,                 1.8132,                 0.6721,                0.53993,                0.57702,                0.27695,                 1.8289,                 1.7492,                 1.9319,              0.0090298,              0.0090298,              0.0090298
                    100,                 1.7971,                 1.9093,                 1.8242,                0.60621,                0.55941,                0.56031,                0.27622,                  1.829,                 1.7426,                 1.9316,              0.0090199,              0.0090199,              0.0090199
                    101,                 1.7964,                 1.9062,                 1.8118,                0.61861,                  0.563,                 0.5649,                0.27762,                 1.8281,                 1.7409,                 1.9305,                0.00901,                0.00901,                0.00901
                    102,                  1.801,                 1.9091,                 1.8224,                0.58143,                0.59981,                 0.5635,                 0.2809,                 1.8265,                 1.7374,                 1.9283,              0.0090001,              0.0090001,              0.0090001
                    103,                 1.7842,                 1.8946,                 1.8162,                0.58408,                 0.6148,                0.56641,                0.28064,                 1.8272,                 1.7337,                 1.9284,              0.0089902,              0.0089902,              0.0089902
                    104,                 1.7908,                 1.8886,                 1.8146,                0.58692,                 0.5694,                 0.5629,                0.28153,                 1.8265,                 1.7298,                 1.9294,              0.0089803,              0.0089803,              0.0089803
                    105,                 1.7859,                  1.883,                 1.8059,                0.60189,                0.57606,                 0.5686,                0.28073,                 1.8233,                 1.7265,                 1.9269,              0.0089704,              0.0089704,              0.0089704
                    106,                 1.7791,                 1.8865,                 1.8129,                0.62267,                0.59026,                0.57323,                0.28406,                 1.8215,                 1.7251,                 1.9259,              0.0089605,              0.0089605,              0.0089605
                    107,                 1.7809,                 1.8742,                 1.8084,                0.62303,                0.58969,                0.57635,                 0.2848,                 1.8207,                 1.7216,                 1.9256,              0.0089506,              0.0089506,              0.0089506
                    108,                 1.7806,                 1.8792,                 1.8009,                0.62336,                0.59131,                0.57981,                0.28966,                 1.8187,                 1.7171,                 1.9239,              0.0089407,              0.0089407,              0.0089407
                    109,                 1.7807,                 1.8781,                 1.8027,                0.62244,                0.60195,                0.58196,                0.29017,                 1.8177,                 1.7152,                 1.9227,              0.0089308,              0.0089308,              0.0089308
                    110,                 1.7762,                  1.867,                 1.7987,                 0.6271,                0.60227,                0.58234,                0.29023,                 1.8162,                 1.7103,                 1.9208,              0.0089209,              0.0089209,              0.0089209
                    111,                 1.7802,                 1.8638,                 1.8016,                0.62043,                0.60504,                0.57869,                0.28986,                 1.8161,                 1.7058,                 1.9205,               0.008911,               0.008911,               0.008911
                    112,                 1.7673,                 1.8569,                 1.7954,                0.63094,                0.60492,                0.58624,                0.29342,                 1.8176,                 1.7047,                 1.9205,              0.0089011,              0.0089011,              0.0089011
                    113,                 1.7668,                 1.8431,                 1.7877,                0.63764,                0.60265,                0.58186,                0.29263,                 1.8173,                 1.7023,                 1.9203,              0.0088912,              0.0088912,              0.0088912
                    114,                 1.7726,                 1.8476,                 1.7911,                0.65244,                0.59951,                0.58254,                0.29294,                 1.8155,                 1.7006,                 1.9184,              0.0088813,              0.0088813,              0.0088813
                    115,                 1.7764,                 1.8508,                 1.7936,                0.65193,                0.59844,                0.58356,                0.29503,                 1.8137,                 1.6987,                  1.916,              0.0088714,              0.0088714,              0.0088714
                    116,                  1.765,                 1.8403,                 1.7856,                0.65621,                0.59551,                0.58556,                 0.2966,                 1.8118,                  1.697,                  1.914,              0.0088615,              0.0088615,              0.0088615
                    117,                 1.7612,                 1.8396,                 1.7825,                0.65277,                0.59102,                0.58472,                0.29659,                 1.8114,                 1.6959,                  1.913,              0.0088516,              0.0088516,              0.0088516
                    118,                 1.7682,                 1.8351,                 1.7895,                0.68309,                0.59974,                 0.6004,                0.30057,                 1.8101,                 1.6938,                 1.9112,              0.0088417,              0.0088417,              0.0088417
                    119,                 1.7671,                 1.8115,                 1.7825,                0.68596,                0.59899,                 0.6015,                0.30087,                  1.809,                 1.6933,                 1.9098,              0.0088318,              0.0088318,              0.0088318
                    120,                 1.7586,                 1.8215,                 1.7762,                0.68147,                0.59824,                 0.6004,                0.30064,                 1.8104,                 1.6915,                  1.911,              0.0088219,              0.0088219,              0.0088219
                    121,                 1.7692,                 1.8316,                 1.7809,                0.66651,                0.59793,                 0.5988,                0.29935,                   1.81,                   1.69,                 1.9104,               0.008812,               0.008812,               0.008812
                    122,                 1.7697,                 1.8084,                 1.7791,                0.66544,                0.59856,                0.60182,                0.30123,                 1.8099,                 1.6877,                 1.9098,              0.0088021,              0.0088021,              0.0088021
                    123,                 1.7597,                  1.808,                 1.7772,                0.66699,                0.59831,                0.60105,                0.30146,                 1.8101,                 1.6874,                 1.9093,              0.0087922,              0.0087922,              0.0087922
                    124,                 1.7594,                 1.8059,                 1.7713,                0.66994,                0.59904,                 0.6021,                0.30224,                 1.8093,                 1.6843,                 1.9082,              0.0087823,              0.0087823,              0.0087823
                    125,                 1.7582,                  1.813,                 1.7794,                 0.6638,                0.60131,                0.60184,                0.30318,                   1.81,                 1.6837,                 1.9091,              0.0087724,              0.0087724,              0.0087724
                    126,                 1.7561,                 1.8066,                 1.7723,                0.66726,                0.60103,                0.60242,                0.30312,                 1.8101,                 1.6821,                 1.9092,              0.0087625,              0.0087625,              0.0087625
                    127,                 1.7466,                 1.7989,                   1.77,                0.67775,                0.59881,                0.60387,                0.30302,                 1.8088,                 1.6793,                 1.9079,              0.0087526,              0.0087526,              0.0087526
                    128,                 1.7539,                 1.7973,                 1.7638,                0.67119,                0.59854,                0.60326,                0.30171,                 1.8088,                 1.6781,                 1.9074,              0.0087427,              0.0087427,              0.0087427
                    129,                 1.7456,                  1.808,                 1.7728,                0.66591,                    0.6,                0.60317,                0.30253,                 1.8087,                 1.6774,                 1.9072,              0.0087328,              0.0087328,              0.0087328
                    130,                 1.7538,                 1.8098,                 1.7714,                 0.6694,                0.59912,                0.60398,                0.30315,                 1.8087,                 1.6761,                 1.9071,              0.0087229,              0.0087229,              0.0087229
                    131,                 1.7515,                 1.7953,                 1.7668,                0.66486,                0.60395,                0.60367,                 0.3041,                 1.8083,                 1.6753,                 1.9072,               0.008713,               0.008713,               0.008713
                    132,                 1.7487,                 1.7925,                 1.7648,                0.66039,                0.60569,                0.60369,                0.30495,                 1.8081,                 1.6742,                 1.9065,              0.0087031,              0.0087031,              0.0087031
                    133,                 1.7502,                 1.7797,                 1.7683,                0.66765,                0.60409,                0.60427,                0.30583,                 1.8087,                 1.6732,                 1.9069,              0.0086932,              0.0086932,              0.0086932
